stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,8,0,0,0,35,339,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,8.46,2.54,0,9.58,2.54,11.27,0.28,0,0.28,0,0,0,0.28,0,1.97,22.27,0.85,13.53,0,0.85,0,875.14,147.97,0,1.97,0,24.8,0,0,16.63,0.28,0.56,1.13,0,0,0
21Day,0.74,0,0.37,3.33,0,2.59,0,0,0,0,0,0,0,0.74,0,1.85,0.37,3.7,0,0,0,71.04,18.5,0,0,0,2.22,1.85,0.37,2.22,0,0.37,0.37,0,0,0.37
3Month,0.1,0,0,1.14,0,0,0,0.1,0,0,0.31,0.21,0,0.1,0,0.21,0.1,0.1,0.31,0,0.1,0.1,0.21,0.21,0,0,0.1,0,1.66,0,0,0,0,0.1,0.94,0.21
22Month,0,0.27,0,0,0,0,0,0,0.27,0.14,3.14,0.27,0.14,0.55,0,0,0.14,0.27,0,0,0,0.14,0,0.14,0,1.09,0,0.14,5.06,0,0,0,0,0,0,0.27
