stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,23.39,0.28,0,0.28,0,0,0.56,0.56,0,0,0,0,0,0,0,0,0,0,0,0
21Day,5.18,0.37,0,2.59,0,0.37,0,0,0,0,0,0,0,0,1.11,0.74,0.74,1.11,153.91,2.96,0,0.37,0.37,0,1.11,0.74,0,0,1.85,2.59,0,0.37,0.74,1.11,0,0,0,0.37
3Month,0.94,2.81,1.14,22.36,0.1,0,1.14,0.31,0.1,3.02,6.35,0,35.05,13.42,0.94,11.65,2.29,8.01,1012.61,9.67,1.56,0.42,2.39,3.33,1.56,0.31,1.56,0.94,0.1,7.07,7.07,0.21,0.1,0,0.21,3.33,4.78,9.67
22Month,0.14,1.78,0.27,3.96,0,0,0.55,0,0,0.68,5.19,0.82,21.73,1.78,0.55,2.46,0.27,0.41,658.65,2.6,0,1.78,0.55,0.14,0.27,0,0.55,1.37,0.27,1.91,0.27,0.41,0.68,0,0,0.14,0.14,3.14
