stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0.56,0.28,0,0,0,0,0,0,0,0,0,0.28,0.85,0,0.28,0,0,0,0,1.13,2.25,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,1.48,0,0,0.37,0,0,0,0,0,0.37,0,0,0.74,0,0.37,0,0,0,0,0.37,0.74,0,0,0.37,0.37,0,0,0.37,0,0,0
3Month,0.21,0.21,0.21,3.95,0,0.21,0.1,0.1,0.1,0,8.84,1.04,0,0.73,0.31,1.46,0.83,1.04,0.52,0,0.21,0.1,0.1,0,0.21,0,0,0.31,3.43,0.1,0,0.21,0.31,0.52
22Month,0,0.27,0.14,0.68,0,0.14,0,0,0.27,0.27,11.21,0,0.68,0.96,0.14,0.27,0.68,1.37,0.27,0.41,0,0,0,0,0,0.14,0.14,0.27,0.68,0,0,0,0,0.14
