stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12,10,0,75,1,1,0,0,1,0,0,0,0,0,5,14,5,171,0,0,0,0,39,1331,0,0,0,8,0,0,0,0,0,2,0,0,0
72hpf,54.96,25.93,0,58.91,7.33,26.49,0,0.28,0,0.28,0,0,0,0,18.6,149.1,6.76,325.25,0,2.25,12.12,0.28,2608.79,421.93,3.38,3.95,0,163.19,1.41,0,102.87,1.13,3.66,25.65,0,0,0
21Day,39.59,15.54,1.11,55.5,2.22,17.39,0,0.74,0.37,0.74,2.22,0,4.07,4.07,2.22,25.16,5.18,200.9,0.37,0.37,35.89,0,477.65,142.81,2.22,1.48,0,30.71,15.91,0.74,22.57,2.59,6.29,5.92,0,0,4.07
3Month,0.94,35.16,0,46.39,0.94,0,0.1,0,19.35,1.25,5.82,1.77,0.52,6.24,1.14,43.06,1.87,24.44,3.95,0.1,4.16,0.73,3.22,2.18,9.47,0.21,0,0.31,1.98,2.18,0.83,0,0,1.87,1.35,1.04,1.35
22Month,0.27,64.91,0.27,7.93,0.27,0,0.27,0.41,2.73,1.23,9.7,0.27,1.91,3.69,0.14,7.38,2.6,17.76,0.55,0.55,4.51,0,3.28,1.23,3.28,0.55,0.41,0.14,0,0.82,0.68,0.14,0,0.55,0.55,0,0.68
