stage,Cardiomyocyte,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Smooth_muscle_cell,T_cell
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0.28,0,0,0,0,0.28,0,0,0,0,0
21Day,0.37,0,0,0,0,0,0,0,0,0.37,0,0,0.37,0,0,0,0,0,0.37,0,0,0,0,0,0,0
3Month,0,0.21,1.35,0.1,0.52,0,0,23.72,0.52,0,2.29,0.31,0.21,0.52,0.73,0,0.1,0.42,0,0.31,0,0.21,0.1,0.1,0.1,0.21
22Month,0,0,0,0,0.14,0.14,0.27,8.88,0.14,0.14,0.68,0,0.14,0.14,0.14,0.27,0,0,0,0.14,0,0,0,0,0,0
