stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Osteoblast,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0.85,0,0,0,0,0,0,0,0.28,0,0,0,24.24,1.13,0,0.28,0,0.56,1.69,0.28,0,0
21Day,0,0.37,0,0.37,0.74,0,0,0,0,0,0,0,0,0.37,0.74,0,4.81,0,0,0.37,0,0,0.37,2.59,0,0
3Month,0,0,0,0.42,0,0.1,0.1,0,0.83,0.1,0.21,0.1,0,0.21,0,0.31,0,0,0,0.1,0.31,0,0,0,0.52,0.1
22Month,0.14,0.14,0.14,0.41,0,0.14,0.27,0.41,4.92,0.27,0.27,0,0.14,0,0,0,0,0,0.14,0,0.14,0.27,0.14,0,0,0
