stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,0,0,0,0,2,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,3.95,0,7.05,0.28,0.28,0,0,0,0,0,0,0,0.28,0,0.85,7.05,0.28,7.61,0,2.25,0,0.28,38.61,16.91,0.28,0.56,0,5.92,0.28,0,0,2.25,0,0,0,0,0,0
21Day,2.22,1.85,0.37,12.58,0.37,2.59,0,1.48,0,1.85,0,2.22,0,5.55,0,0.74,2.59,6.66,11.1,0,0,2.59,0.37,17.02,7.77,0,0,0,5.55,2.22,0,0.74,1.48,0.37,0.37,0.74,0.37,0,2.22
3Month,0.1,3.64,0.73,20.49,0,0,0.31,0.31,0.52,13.73,0.21,112.96,4.06,1.87,2.39,1.04,11.96,9.67,7.49,0.42,0.1,1.56,9.36,0.31,0.1,0.31,0.31,0,0.1,1.87,0.1,5.3,0.31,0,0,0.1,2.18,1.46,10.4
22Month,0,3.69,0.55,5.74,0,0,1.09,0.27,0.14,22.82,2.87,103.31,2.6,2.46,1.09,0.27,1.64,15.3,3.96,0.14,3.69,0.55,0.27,0.14,0,0.82,0.27,0.14,0.14,0.55,0,0.82,0.55,0.27,0,0,0.14,0,2.6
