stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,1,0,7,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2,31,0,0,0,6,305,0,0,0,5,0,0,0,0,0,0,0,0,0
72hpf,4.23,0,0,1.41,0,0.56,0,0,0,0,0,0,0,0,0,0,4.51,3.1,0,18.88,0,0,1.13,12.12,8.74,0,0,0,54.4,0,0,2.25,0,0,0,0,0,0
21Day,2.59,0.37,2.22,6.29,0.37,4.07,0,1.48,0.37,0,0,0,0.74,0,0.37,0.74,0,3.7,0,36.26,0,0.37,5.18,4.44,3.7,0.37,0,0,119.88,2.96,0,1.48,0,1.11,0.74,0,0,0
3Month,0,0.21,1.04,32.87,0,0,0.1,0.1,0.62,2.39,0,0,3.43,1.04,0.1,1.77,0.42,24.03,0.94,55.02,1.25,0,1.04,0.21,0,0.52,0,0,0,0.42,2.08,0,0.1,0,0,0.42,0.31,0.62
22Month,0,0.82,1.78,7.24,0,0,0.41,0,0.14,1.64,0.27,0,7.79,0.55,0.14,0.82,0.14,5.74,0.68,49.6,0.14,0.14,0.96,0.14,0,0.14,0.14,0.27,0.14,0,1.64,0,0,0,0,0,0,0.82
