stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,5,0,14,0,1,0,0,0,0,0,1,0,0,1,0,0,5,9,24,0,0,0,0,82,1190,0,0,0,1,0,0,1,0,0,3,0,0,0
72hpf,5.36,0.28,0,2.25,1.69,1.69,0,0,0,0,0,0,0,0,0,0,1.13,6.48,0.56,12.12,0,0.28,0.56,0,60.03,212.8,0,4.79,0,14.37,0,0.28,108.79,2.82,2.82,2.25,0,0,0
21Day,7.03,0,0,5.92,0.37,1.48,0,0,0,0.37,0,0,1.48,0,0.37,0,0.37,1.11,1.48,27.01,0,0,3.33,0,22.57,67.71,0,4.07,0,20.35,4.44,0.74,63.64,3.7,7.03,0.37,0,0,0.37
3Month,0.42,0.31,0.42,2.6,0,0,0.21,0.31,0.31,0.83,0,0,64.8,0.73,0,1.77,0.31,1.35,0.94,19.35,5.82,0.1,0.94,0.21,0.94,1.35,0.21,5.1,0,0.1,1.56,10.92,5.62,0,0,0.42,0.42,2.29,0.31
22Month,0.27,0.41,0.27,0.96,0,0,0.14,0,0,0.68,0.55,0,27.19,0.14,0,0.68,0,0.27,1.09,15.71,0.55,0.41,0.82,0,0.14,0.27,0.14,0.68,0.82,0.27,0.14,2.87,11.48,0.96,0,0.14,0,0,0
