stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,4,0,11,0,1,0,1,0,0,0,7,0,0,0,0,2,2,6,27,0,0,0,0,9,173,0,0,4,0,0,0,0,0,0,0,0,0,0
72hpf,3.66,2.25,0,3.95,0.85,1.69,0,0,0,0.28,0,0,0,0,0.28,0,2.82,11.56,0.28,14.94,0,1.13,0,0.28,51.86,41.71,1.13,0.28,13.53,0.28,0,0.28,4.79,0,0.28,2.82,0,0,0
21Day,4.81,1.11,0.37,19.24,1.85,2.96,0,3.7,0.37,0,0,0,1.11,0.37,1.85,1.11,0.74,5.55,2.96,31.45,0,0,5.92,0,21.46,16.28,1.85,0.74,8.88,2.22,0,1.85,4.44,0.74,3.33,0.74,0,0,3.33
3Month,0.1,1.35,0.62,14.46,0.21,0,0.52,0.31,1.56,1.35,0.21,0,16.33,1.56,0.42,3.85,0.52,3.74,3.33,5.51,0.83,0,1.35,0.73,0.31,0.31,0.73,0.1,0.1,0.83,0.1,19.45,0.31,0,0,0,1.77,11.34,2.5
22Month,0,1.37,0.55,5.19,0,0,0.14,0.27,0.14,1.78,1.09,0,32.11,0.82,0.96,3.01,0.55,0.96,3.28,5.06,0.14,0.82,1.23,0,0.55,0.27,0.82,0.27,0.14,0.41,0,5.33,1.23,0.27,0,0,0.14,0.14,1.23
