stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,3,511,0,0,1,0,0,0,0,0,2,0,0,0
72hpf,4.79,1.69,0,1.97,0.56,2.25,0,0,0,0.56,0,0.28,0,0,0,0,0.56,6.2,1.13,6.2,0,0,0,164.88,353.44,0.28,0,7.05,0.28,0,9.02,0.56,0.28,3.95,0,0,0
21Day,1.85,0,0.37,1.11,0.37,0.37,0,1.11,0,0,0,0,0.37,0,0.37,0,0.74,4.07,0.37,3.7,0,0.37,0,53.28,85.84,0,0,1.48,2.59,1.85,7.77,1.48,1.85,0.37,0,0,1.11
3Month,0.21,0.21,0,2.29,0,0,0.21,0,0.21,0,0,0,1.04,0.31,0.1,0.42,0,0.62,0.21,0.62,0.1,0.1,0.1,0.73,0.42,0.1,0,0,0.1,2.7,6.87,0,0,0.52,0.21,1.25,0
22Month,0,0.68,0,3.28,0,0,0.14,0,0.68,1.64,0.14,0,6.7,0.82,1.09,1.37,0,2.19,1.64,3.42,0,0.14,0,0.82,0.14,1.5,0.27,0.14,0,3.96,27.88,3.42,0,0.55,0,0,1.23
