stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,11,0,0,0,0,0,0,106,0,0,0,0,19,65,1,5,0,0,0,2,2,14,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.56,0,16.91,0,0.28,0,0,0,0,0,0,0,0,0,8.74,38.9,0,1.13,0,0,0,1.13,4.79,3.38,0.28,0,1.13,0,0,0.28,0,0,0.28,0,0,0
21Day,1.48,0.74,0,48.47,0,3.33,0,0,0,0,0,0.37,0,0.37,3.7,20.72,91.76,0,4.44,0,0.37,0.37,0.37,2.22,1.85,0.37,0.37,3.33,2.59,0,0.37,0.37,1.11,0,0,0,0
3Month,0.52,0.42,12.48,78.12,0.1,0,1.25,8.01,4.47,0,0,14.15,4.26,0.42,320.37,64.49,6.87,2.6,4.89,0.94,0,5.93,1.04,1.25,0.21,1.04,0.73,0.1,5.3,2.91,0.31,0,0,0.1,1.14,2.81,3.33
22Month,0,0.41,20.36,21.86,0,0,0.14,3.42,0.55,0.41,0,7.11,0.27,0.14,42.09,17.9,1.37,0.41,0.41,0,0.14,4.92,0,0,0,0.41,0.27,0,1.09,0,0,0.27,0,0,0.14,0,1.09
