stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0.28,8.74,0.28,0,0,0,0,0,0,0,0,0,1.41,0.28,1.13,0,0.28,0,0,6.48,6.2,0,0,1.97,0,0.85,0.28,0,0,0,0,0
21Day,0.37,0,0,0.74,4.81,0.37,0,0,0,0,0,0,0.74,0.74,0,1.48,0,1.85,0,0,0.37,0,2.59,1.48,0,0.37,2.59,0.37,0.37,1.11,0,0,0,0,0
3Month,0.21,0.42,0.52,4.78,1.04,0,0.83,0.73,0.83,0,288.75,1.14,0,21.84,1.04,1.35,1.04,6.76,0.62,0.62,1.14,0.42,0.42,1.25,0.1,2.29,0.1,4.26,4.06,1.56,0,0.1,0.73,0.94,1.46
22Month,0,0.27,0.14,2.32,0.68,0,0.27,0.14,1.23,0.55,191.72,0.27,0.41,6.7,0,0,0.96,4.92,0,0.82,0.27,0,0.41,0.27,0.82,3.69,0,0.27,3.01,5.19,0.14,0.14,0,0,0.27
