stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,1,11,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,7.33,3.66,0,7.05,2.54,10.15,0,0.85,0,0,0,0.28,0,0.28,0,2.25,22.83,1.69,49.04,0,0.85,0.85,100.06,45.1,1.13,1.13,18.32,0.56,0,7.05,0.56,0.28,0.85,0,0,0
21Day,5.92,3.33,1.11,25.16,1.48,18.13,0,4.07,0.74,1.11,0,5.92,0,8.14,3.33,1.85,17.02,5.55,55.13,0,0,5.55,35.89,18.13,0,1.11,12.58,6.29,0.37,3.7,1.11,5.55,1.48,0.37,0,6.29
3Month,0,0,0,2.18,0,0,0,0,0,0.1,0,0.94,0.31,0,1.04,0.1,0.52,0.21,0.94,0.21,0,7.8,0,0,1.35,0,0,0,0.94,0,0,0,0,0,0.21,0.42
22Month,0,0,0,0.82,0,0,0.14,0,0.41,0.68,0.14,2.46,0.14,0.14,0,0,0,0.27,1.78,0,0,2.32,0,0,1.91,0.27,0,0,0.41,0,0,0,0.14,0,0,0.14
