stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.85,0,1.13,0.85,1.69,0,0,0,0,0,0,0,0.56,0,0.56,5.64,0,3.1,0,0.28,0,0,15.5,7.33,0,0,1.97,0,0,1.97,0.28,0,0,0,0,0
21Day,2.59,0.74,0,8.88,0,1.48,0,3.33,0,0.37,0,0.37,0.37,2.59,1.11,0,0.74,1.85,5.55,0,0,0,0,4.07,1.48,0,0.37,2.96,1.11,0,0.37,0.37,0.37,0.74,0,0,1.48
3Month,0.1,0.21,0.1,5.2,0.21,0,0,0.1,0.42,2.5,0,6.24,1.77,0.21,3.33,0.73,2.08,2.6,1.56,0.21,0,0.42,0.21,0.21,0,0.1,0.1,0.1,0.62,3.74,0,0,0,0,0.73,1.46,2.08
22Month,0,1.09,0.82,0.96,0,0,0.14,0,0.27,2.32,0.82,9.16,0.96,0.27,2.19,0.14,0.55,1.64,2.19,0.14,0.14,0,0,0.14,0,0,0,0.14,0,0.27,0.14,0,0,0,0,0,0.55
