stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.41,0,0,0.28,0.28,1.41,0,0.56,0,0,0,0,0,0.28,0,0.28,6.76,0.28,1.13,0,0.56,0,0.28,5.07,9.58,0,0.28,0,1.69,0,0,1.13,0,0.56,0,0,0
21Day,2.96,0,0.74,22.94,0,13.32,0,5.18,0,0.37,0,5.92,0.37,2.59,0.37,0.37,11.47,1.11,7.77,0,0,0.37,0.37,4.44,9.25,0,0,0,3.33,2.59,0,2.22,1.48,4.81,0,0,1.11
3Month,0.1,0,0.21,11.44,0.1,0,0.42,0.21,0.73,0.83,0.31,20.91,0.31,0.42,5.1,0.73,3.02,1.04,2.08,1.46,0,0.73,4.58,0.42,0,0.31,0,0,0,0.52,1.56,0.21,0,0,0.21,0.1,5.3
22Month,0.14,0.27,0.14,3.42,0.14,0,0.27,0.41,0.27,0.96,0.82,46.19,0.96,1.91,1.37,0.27,0.68,1.5,1.23,0.14,0.41,0,0.41,0.14,0.14,0.41,0.27,0.14,0,0,0.27,0,0.27,0,0,0,2.46
