stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13,0,0,0,0,3,67,0,0,3,0,0,1,0,0,0,0,0
72hpf,1.97,1.13,0,3.1,2.82,1.69,0,0.28,0,0,0,0,0,0,0.56,0,3.1,7.61,0,8.74,0,0.56,0.28,0.28,60.03,28.18,0.28,0.28,5.07,0.56,0,3.66,0,0.56,0,0,0
21Day,4.07,0,0,7.03,0.74,2.22,0,0.74,0,0.37,0,0,0,0,2.59,0,0.37,2.59,1.48,14.06,0,0,0.37,0,14.43,9.99,0.37,0,2.22,0.37,0.37,1.48,1.11,0.74,0,0,1.11
3Month,0.21,0.1,0.31,5.82,0.21,0,0.1,0,0.73,1.14,0,0,4.58,0.62,0.31,1.46,0.42,1.66,1.04,3.43,1.04,0.1,0.31,0.1,0.42,0.1,0.1,0.21,0,0.31,9.88,0,0,0,0.52,4.78,1.04
22Month,0,0.68,0.27,3.01,0,0,0,0.14,0.68,0.68,0.55,0,5.74,0.41,0.41,1.78,0,0.27,1.5,2.19,0.14,0.27,0.27,0.14,0.14,0,0,0.68,0,0.27,1.23,0.27,0.27,0.14,0,0,0.14
