stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,0,0,0,1,23,200,1,0,0,0,0,0,1,0,0,0,0,0,0
72hpf,16.91,3.66,0,6.76,5.64,16.91,0,1.41,0,0,0.56,0,0,0,0,0.56,0,5.36,22.83,2.82,19.45,0,2.25,1.13,0,1933.2,85.12,5.36,7.89,26.49,1.41,0,0.28,15.78,8.74,7.61,1.97,0,0,0
21Day,9.99,0.74,2.22,23.68,4.07,24.42,0,1.85,0,0.74,0.37,0,0,0.74,2.96,11.84,5.18,2.22,11.84,8.51,22.2,0,0.37,2.22,0.37,742.19,31.08,4.81,8.88,8.14,21.83,0,0.74,8.88,6.29,17.02,1.48,0,0,12.21
3Month,0,0.52,0.42,4.68,0.42,0,0.62,0,0,0.31,3.85,0,0,8.32,77.6,1.87,2.29,1.35,1.25,6.87,4.26,0.31,0,1.04,1.14,31.62,0.94,17.79,2.7,0.1,1.14,0.21,30.48,0.83,0.31,0,0.1,1.25,46.91,24.03
22Month,0.27,0.55,0,1.78,0.14,0,0.14,0,0.14,0.27,12.44,0.82,0,14.89,30.06,5.88,0.82,0.14,0.55,6.29,7.38,0.14,0.14,0.41,0.27,29.79,0.14,17.63,3.42,0.14,0.27,0,12.71,1.91,0.41,0,0.14,0.14,0.14,14.07
