stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,1.69,0.56,0.28,0,0,0,0,0,0,0,0,0,0,1.13,1.13,0,1.13,0,0.28,0,0,3.38,4.51,0,0,0.85,0,0.28,0.56,0,0,0,0,0
21Day,0.37,0,0.37,0,1.85,0,1.85,0,0,0.74,0,0,0,1.85,0.37,1.11,0,1.85,0,0,0,0.37,0,0.74,0.74,0,0,1.11,0.37,0.37,0,0.37,0,0,0,1.11
3Month,0,0.62,2.08,0,0,0,0.21,0.1,0.1,5.93,0,4.89,0.94,0.31,1.46,0,1.25,2.18,0.73,0.21,0,0.21,0.62,0.1,0,0.1,0,0,0.21,11.13,0,0,0,0.21,9.88,1.14
22Month,0,0.27,0.68,0,0,0.41,0.14,0,0,4.65,0.27,3.14,0.41,0.41,0.27,0.14,0.14,1.78,0.27,0.14,0,0,0,0,0.14,0,0.14,0.14,0.14,2.19,0,0,0.14,0.27,0,0.55
