stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,41,0,0,53,4,0,0,0,0,0,0,0,0,0,0,2,4,0,5,0,0,0,0,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,45.38,0.28,0,48.2,18.32,2.25,0,0,0,0,0,0.28,0,0,0,35.51,113.3,0,5.92,0,0.28,0,0,13.53,18.04,0.56,0,0,2.54,1.41,0,0,3.66,0.28,0,0.28,0,0,0
21Day,19.98,0.37,6.29,199.79,5.92,7.03,0,0.74,0.74,0.74,0,2.22,1.11,2.59,5.55,9.99,88.43,8.51,8.51,0,0.37,0.74,0,6.66,8.51,1.11,0.74,0,4.07,5.18,0,0.74,2.59,0.37,2.59,1.11,0,0,7.03
3Month,1.14,3.12,55.65,820.38,1.66,0,5.2,0.21,48.47,11.86,2.08,43.69,15.08,0.83,494.6,22.68,290.94,42.75,15.39,3.64,0.42,8.53,5.62,2.7,0.1,11.23,1.66,0,1.25,11.03,0.1,15.29,1.35,0.21,0.1,0.31,12.48,13.11,30.58
22Month,0.14,1.5,53.29,154,0.96,0,0.82,0.14,41.95,5.33,1.78,29.24,1.78,0.14,263.6,5.33,44.82,9.29,2.6,0.27,2.05,1.91,0.14,0.41,0.14,6.56,0.41,0.27,0,1.09,0,5.88,2.19,0.68,0,0,0.96,0,6.15
