stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.69,0.85,0,2.25,0.28,1.13,0,0,0,0,0.28,0.28,2.25,0,0,0.28,0.85,3.38,16.91,4.51,0,48.76,0.28,0,13.25,13.81,0,0.28,0,4.79,0.28,0,0,1.41,0.56,0,0.85,0,0,0
21Day,13.69,1.48,3.7,45.14,0.74,31.08,0,7.03,0,1.11,1.11,0.37,211.26,2.96,15.17,29.23,1.48,18.13,44.77,46.99,0,3.7,5.18,0.74,53.28,28.12,1.11,4.07,0,18.5,28.86,0,1.48,4.81,5.18,7.4,1.48,0,0,9.62
3Month,7.07,45.98,89.35,418.56,3.43,0,37.13,7.91,1.87,70,136.37,2.81,6387.37,202.31,14.56,599.97,75.31,125.03,128.15,190.66,45.46,39.63,90.91,51.38,24.55,4.47,27.46,29.85,0,10.61,229.05,1.35,108.91,6.66,0.52,0.1,2.08,49.93,54.4,140.32
22Month,6.15,88,81.85,166.99,1.23,0,45.78,3.96,1.09,37.58,129.27,63.68,9911.32,59.99,17.08,1085.13,16.12,27.06,126.54,177.78,4.92,406.26,43.18,3.14,13.12,3.28,18.72,41.54,25.69,6.01,30.2,0,20.77,13.8,10.52,0,1.5,8.47,0.55,59.03
