stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,3,0,5,0,0,0,0,0,0,0,0,0,0,4,2,0,11,0,0,0,0,5,89,0,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,3.1,0.56,0,2.25,0.56,0.28,0,0,0,0,0,0,0.28,0,3.38,3.95,0,7.05,0,0.28,0,0,19.17,21.7,0.28,0.56,0,3.95,0.28,0,2.82,0,0.28,0.56,0,0,0
21Day,2.96,0.37,0,5.92,0,1.11,0.74,0,0,0,0,0,2.59,0.74,0.37,2.96,0.74,6.29,0,0,0.37,0,5.55,8.14,0,0.37,0,2.22,0.74,0.37,2.22,0.37,0.74,1.11,0,0,0
3Month,0,0.42,0.21,8.32,0.21,0,0.1,0.94,1.04,0,8.53,0.52,0.42,5.2,1.25,1.56,1.35,1.98,0.31,0,0.62,0.42,0.42,0.1,0.21,0.31,0,0.1,0.31,3.74,0,0,0,0.21,0.83,1.25,0.83
22Month,0.14,0.68,0.14,2.46,0,0,0,0.14,0.82,0.82,13.39,0.27,1.09,5.6,0.41,0.41,1.64,3.83,0,0.55,0.41,0.14,0.14,0,0.68,0.82,0.14,0.27,0,2.46,0.41,0.82,0,0,0,0,0.14
