stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8,1,0,48,0,0,0,0,0,1,0,7,0,0,0,0,13,18,21,33,0,0,0,1,58,98,0,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,2.82,2.54,0,16.63,1.69,1.13,0,0.85,0,0.56,0,0,0,0,0.85,0,9.86,29.31,2.25,10.99,0,0.28,0,1.41,90.19,20.57,0.85,0.28,8.17,0.28,0,0,1.69,1.13,1.69,0.28,0,0,0
21Day,3.7,0.74,2.22,76.96,1.11,4.81,0,4.07,1.48,4.44,0,0,1.85,0.74,7.77,5.55,12.95,26.27,13.32,21.46,0,0,2.96,0.74,52.17,8.88,2.59,1.48,6.66,2.59,0,0,3.33,3.7,9.99,0.37,0,0,4.44
3Month,0,2.7,0.83,53.05,0,0,0.52,0.52,15.6,28.08,0.31,0,20.08,14.46,1.77,14.87,9.99,13.83,16.75,9.88,1.77,0.1,6.24,4.26,5.1,0.42,2.6,0.94,0.52,1.04,0.21,13,0.21,0.1,0,0,6.03,2.7,7.39
22Month,0.14,3.14,0.82,12.03,0.14,0,0.82,0.68,5.47,39.9,5.06,0,27.19,5.06,2.46,12.16,1.91,2.32,19.4,2.87,0.41,0.41,1.5,0,1.5,0.27,2.6,0.41,0.68,0,0,1.91,0.14,0.14,0,0.27,1.5,0,4.78
