stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,63,1,3,1,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.54,0.28,0,2.82,0.85,2.82,0,0.28,0,0,0,0,0,0,0,0,49.32,31,0,5.07,0,0,0,0,21.7,9.3,0,0,3.66,0,0,0,0.85,0.28,0,0,0,0,0
21Day,1.85,0.74,0.37,38.85,0.74,8.51,0,1.85,0,0.37,0,0,1.11,0.37,2.22,0.37,79.92,18.87,1.11,8.14,0,0,1.48,0,12.21,10.36,0.37,0,5.18,3.33,0,0,0.74,0.37,0.37,0,0,0,0.74
3Month,0.21,0.83,0.83,21.53,0.1,0,0.1,0,0.1,1.56,4.26,0,16.54,4.99,0.42,7.59,43.38,3.02,2.91,6.14,1.46,0.42,2.29,1.04,0.31,0.21,0.94,0.83,0.21,2.7,0.1,5.3,0.21,0,0,0.1,1.46,3.54,2.91
22Month,0,3.69,0.41,11.07,0.14,0,0.14,0.14,0,1.37,3.42,1.5,13.8,0.68,0.68,2.46,9.84,0.82,2.19,8.2,0.41,0.41,0.82,0,0.14,0,0.55,0.41,0,0.14,0,1.37,1.5,0.14,0,0,0.14,0,0.41
