stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0.85,0,0,0.28,1.97,0,0,0,0,0,0.85,0,0,0,0,0,0,0.56,0.28,0,0,0,0,0
21Day,0.74,0,0.37,5.18,0,1.11,0,4.07,0,0.37,0,0.37,0.37,24.42,0.37,1.48,1.48,8.51,1.11,0,0,0,0,0.37,1.11,0,0,0,0.74,0.74,0.74,0,0,0.37,0,0,9.25
3Month,0.1,0.21,0.21,10.82,0.1,0,0.31,1.25,7.39,4.47,0.1,14.67,4.89,5.51,22.68,1.14,1.56,7.91,1.56,0.1,0,2.91,0.62,0.42,0,0.31,0.21,0,0,0.83,20.8,0,0.21,0,0.21,1.35,28.19
22Month,0,0.41,1.09,6.56,0,0,0.41,1.78,3.28,8.75,5.19,33.62,3.96,8.2,18.04,0.82,1.5,17.49,1.5,0,1.37,0.82,0,0.27,0.27,0.82,0,0.14,0,0,12.16,0,0.27,0,0.14,0,9.98
