stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0
3Month,0.1,0.62,0.21,7.18,0,0.31,0.21,0.31,2.7,0,7.18,3.74,0.73,3.22,1.04,2.08,1.46,3.22,0.62,0.21,0.83,0.52,0.42,0,0.52,0.1,0,0.1,1.46,2.08,0.1,0.1,0.83,1.25,2.5
22Month,0.41,4.24,1.23,8.34,0.14,1.5,0.27,1.91,11.89,4.24,59.72,4.24,1.23,10.66,1.09,1.78,5.74,9.7,0.41,4.37,1.78,0.27,0.68,0.41,0.96,1.78,0.55,0,0.68,0.68,1.09,0.55,0.55,0.27,4.92
