stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,4,3,5,0,0,0,0,1,79,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,2.54,1.13,0,4.51,0.28,0.56,0,0,0,0,0,0,0.28,0,0,0,2.25,6.76,0.28,6.48,0,0.56,0,0,84.84,37.2,0.28,0.56,0,6.2,0.28,0,5.92,0.56,0.56,1.13,0,0,0
21Day,3.7,0,1.48,11.1,1.48,3.7,1.85,0,0,0.37,0,0,0.37,0,1.85,0.37,1.11,5.55,1.11,14.8,0,0,0,0,28.49,19.98,0,0.37,0,4.81,1.48,0.74,3.7,0,4.07,0.37,0,0,2.22
3Month,0.21,1.14,0.42,13,0,0,0.1,0.1,1.14,2.6,0.1,0,11.96,3.02,0.73,6.97,1.14,4.16,3.85,4.06,1.25,0.1,1.04,0.62,1.25,0.42,0.73,1.14,0,0.31,0.31,40.57,0.31,0.1,0,0,2.29,8.22,4.47
22Month,0,1.78,0.41,4.78,0,0,0.27,0,0.41,2.87,1.23,0,18.99,1.23,1.37,6.56,0,0.14,3.14,5.19,0,0.68,0.41,0,0.68,0.14,0.82,1.91,0.14,0,0.14,7.11,0.68,0.27,0,0,0,0,2.6
