stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,0.85,1.41,0,3.66,0.28,0,0,0,0,0,0,0,0,0.85,1.69,1.13,1.41,0,0,0.28,0,2.82,4.51,0,0,0,4.79,0,0,1.13,0,0.28,0,0,0
21Day,2.22,0.74,0,10.36,0,0,0,0,0,0.37,0,1.11,0,0,5.92,4.07,5.18,0,0,1.48,0,0.74,1.11,0,0,0,5.92,0.37,0,0.74,0.37,0.37,0,0,1.11
3Month,0,2.6,0.31,14.77,0,0.1,1.66,0.42,0,11.96,0.52,0.1,4.78,0.62,5.2,2.29,3.33,1.35,0,0.73,0.73,0.42,0.1,0,0.31,0,0.31,0.42,1.77,0.1,0.1,0.1,8.53,0.42,1.04
22Month,0,5.6,0,5.33,0,0.14,1.09,0.82,6.7,44.82,0,0.27,5.6,0.41,2.46,4.1,4.1,0.27,0.27,0.41,0.27,0,0.27,0.27,0,0.14,0,0,0,0.82,0,0.14,1.23,0,0.14
