stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,2,0,0,0
72hpf,5.36,2.82,0,3.1,1.41,0,0.28,0,0,0,0,0,0,0,0,0.85,8.17,0,8.17,0,0.28,0.28,0,382.75,16.07,0.56,3.66,0,7.05,0.28,0.28,2.82,0.56,0.28,0.28,0,0,0
21Day,1.48,0.37,0,8.14,4.44,0,1.11,0,0,0,0,0,0,1.85,1.11,0.37,4.07,0.37,32.56,0,0,0.74,0,177.96,2.96,0,3.33,0,7.4,5.18,1.11,2.96,0.74,1.11,1.11,0,0,1.11
3Month,0.1,0.42,0.21,2.81,0,0,0,0.42,0.83,0,0,8.32,0.21,0.1,1.25,0.31,0.83,0.1,6.03,3.02,0,0.73,0.1,1.25,0.1,4.06,0.31,0,0.1,0.52,25.9,0,0,0,0,0.1,19.35,0.42
22Month,0.14,0.82,0.14,3.28,0,0.14,0.14,0.55,2.32,0.82,0,30.06,0.82,0.41,2.6,0.14,0.41,1.37,6.01,0.27,0.68,0.41,0,0.96,0,2.6,10.52,0.14,0.14,0.14,6.42,0.14,0,0,0,0.27,0,0.27
