stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,2,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,15,0,0,0,0,2,101,0,0,2,0,0,0,3,0,0,0
72hpf,1.97,0.56,0,2.25,1.13,1.41,0,0.28,0,0.28,0,0,0,0,0.28,0,1.13,3.66,0,6.2,0,0.85,0,0,28.47,21.98,0,0.28,4.79,0.28,0,2.54,0.85,0,0,0.28
21Day,1.85,0.37,0,9.25,0,4.81,0,1.85,0,0.37,0,0,0,0,1.48,1.85,1.11,2.96,0.37,6.29,0,0,1.85,0,9.99,10.36,0.37,0.37,1.48,1.48,0.37,0.74,0,0,0,0.74
3Month,0,0.31,0,2.29,0,0,0.1,0,0.31,0.83,0,0,3.12,1.04,0.21,1.77,0.31,0.73,0.83,0.83,0.42,0,0.21,0.31,0.1,0,0.31,0,0.21,0.1,4.16,0,0,0.42,0.42,1.35
22Month,0.14,0.14,0.14,0.41,0,0,0,0,0,0.96,0.27,0,3.14,0.27,0.14,0.96,0,0,1.09,0.27,0.27,0,0,0,0,0,0.41,0,0,0,0.41,0.14,0,0,0,0.14
