stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,2,10,0,0,0,10,0,0,0,0,0,0,1,0,0,0
72hpf,0.56,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,5.07,0,2.82,0,0.28,0,0,10.99,1.13,0,0,0,10.15,0,0,0,0.28,0,0.28,3.38,0,0,0
21Day,1.11,0,0,0.74,0.37,0,0,0,0,0,0.37,0.37,0,0.37,0.37,0,1.48,0,17.39,0,0,0,1.85,1.85,1.11,0.37,0.37,0,1.85,0.74,0,0,0,0,0,4.07,0,0,0
3Month,1.25,3.64,10.19,47.02,0,7.91,0.52,0.42,7.18,14.15,0.21,2998.5,15.39,1.98,48.89,8.01,19.45,10.09,36.72,3.74,13.94,8.32,89.77,4.58,0.42,4.26,5.3,0,1.66,44.62,0.21,25.69,1.35,0.31,0,1.46,8.11,15.08,14.35
22Month,0.82,3.96,2.32,9.02,0,4.51,0.41,0,1.37,5.74,1.91,2267.42,2.32,0.82,11.48,0.55,0.27,3.83,12.71,0,101.39,3.28,3.96,0.68,0.27,1.37,3.01,1.37,0.14,4.78,0,6.56,0.68,0.41,0,0.55,0.68,0.14,2.73
