stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
21Day,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3Month,0,1.25,0.1,17.68,0.31,0.1,0.31,5.82,3.12,0,29.44,4.58,1.25,7.39,1.14,5.1,5.51,7.8,1.46,0.21,1.25,1.14,0.42,0.21,0.62,0.62,0,0.31,0.94,14.67,0,0,0.21,1.35,3.12,5.72
22Month,0.41,3.14,0.55,11.75,0.14,0.68,0.82,3.55,8.88,5.6,89.1,5.19,4.92,9.16,0.82,3.14,9.98,12.85,0.27,2.46,2.32,0,1.23,0.14,2.05,1.37,0.41,0.41,0.27,6.15,0.96,0.55,0.14,0.41,0,4.1
