stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,26,11,0,1273,2,1,0,0,0,0,0,9,0,0,0,0,8,23,19,46,0,0,0,2,26,2974,1,0,4,0,0,0,0,0,1,0,0,0
72hpf,11.56,0.85,0,463.36,2.82,12.12,0,0,0,0,0,0,0.28,0,0.56,0,5.64,800.73,0.28,19.45,0,0.28,0.85,0,117.81,167.98,0.56,0.28,25.08,0,0,45.94,0.28,1.13,1.41,0,0,0
21Day,4.07,0,0.37,339.28,0.37,7.4,0,2.59,0,1.11,0,0,1.48,0,2.22,1.48,3.7,265.28,1.11,18.13,0,0,1.48,0,12.95,30.34,0,1.48,5.55,7.03,0,5.18,1.48,2.59,0.37,0,0,1.48
3Month,0,0.73,0.73,23.4,0,0,0.31,0.21,0.52,1.98,0.73,0,5.82,1.46,0.21,13.21,1.04,128.88,1.77,7.91,4.89,0,1.04,0.42,0.62,0.94,0.62,0.21,0.31,0.52,19.14,0.1,0,0,0,0.62,1.56,1.14
22Month,0,0.14,0.27,7.79,0,0,0,0.14,0.14,1.09,0.41,0,8.34,0.41,0,12.44,0.14,12.71,0.68,1.64,0.14,0.14,0,0,0.14,0.27,0.96,0,0.14,0,3.14,0.27,0.14,0,0,0,0,0
