stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,35,2,0,29,11,0,0,1,0,0,1,0,0,0,0,0,1,2,1,177,0,0,0,7,61,0,0,0,36,0,0,0,0,0,0,0,0,0
72hpf,51.01,0.56,0,12.97,33.82,3.95,0,0,0,0,0.28,0,0,0,0,0,0.85,10.71,0.85,206.88,0,0.56,0.85,48.76,41.43,0.85,0,0,252.82,0,0,3.38,0,0.28,3.95,0,0,0
21Day,43.66,0,0,26.64,17.39,5.92,0,1.11,0,0.37,0.37,0,0.74,0.37,1.85,1.11,1.48,7.77,1.48,223.47,0,0,2.59,21.09,13.69,1.48,0.74,0,88.06,5.55,0,0.37,0.74,2.96,5.55,0,0,1.48
3Month,1.25,0.42,0.21,10.09,5.72,0,0.52,0,0,0.62,1.77,0.1,1.66,1.04,0.1,1.25,1.98,2.91,0.94,38.8,6.45,0,2.08,1.98,0.62,0.52,0,0,0.73,0.21,0.62,0,0,0,1.56,1.14,0.21,0.62
22Month,0.14,0.41,0,6.56,4.24,0,0,0,0.14,0,0.96,0,4.78,0.14,0.14,0.27,0.55,1.23,0.68,19.54,1.78,0.14,0.27,0.41,0,1.64,0,0.14,0,0,1.09,0,0,0,0.27,0.82,0,0
