stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,2.54,0,0.28,0,0,0,0.28,0,0,0.56,0,0,4.79,41.71,1.13,0,1.69,0,3.66,0,1.13,7.05,3.95,0.28,0,0,1.69,0.85,0,0,0.56,0,0,6.76,0,0,0
21Day,11.1,1.48,41.07,51.8,1.85,16.65,0,3.33,0,1.85,1.48,0,6.29,0.74,5.55,264.54,24.05,19.24,7.03,35.52,0.37,0.37,5.55,1.48,53.65,18.87,2.22,1.11,0,12.95,14.06,0,0.74,2.96,2.96,6.66,17.76,0,0,5.92
3Month,5.72,33.6,167.99,407.43,2.5,0,23.2,4.99,0.94,124.3,134.49,0.52,471.2,163.31,12.69,2744.07,30.48,130.02,96.11,159.98,40.15,4.47,57.11,57.52,14.87,3.64,37.24,13.73,0,5.82,80.93,0.94,96.94,5.51,0.52,0,2.39,36.93,58.46,115.77
22Month,2.19,22.27,86.77,102.08,0.27,0,8.2,0.96,0,74.75,69.01,33.75,466.93,14.48,4.92,2261.14,3.14,8.88,35.39,58.35,3.83,24.46,17.08,1.23,3.83,0.82,23.5,8.88,3.42,2.32,10.11,0,9.7,7.24,3.55,0,0.41,4.24,0.14,20.77
