stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.56,0.28,0,0,0,0,0,0,0.56,0,0,0,0.28,0,0,0,0,0,0,0,0,0
21Day,0.74,0,0,4.44,0,4.81,0,0,0,0,0,0.37,11.84,0,0.37,45.88,0.74,2.22,1.11,2.22,0,0,0,0,2.59,2.22,0.37,0,0,1.11,4.81,0,0,0,0.37,1.48,0,0,1.48
3Month,0.52,2.39,4.47,22.36,0.21,0,3.33,0.52,0.1,9.15,7.7,0.21,993.26,11.03,0.83,612.76,4.06,9.15,5.93,11.34,2.39,1.77,4.68,3.22,1.77,0.1,1.35,1.35,0,0.94,22.05,0.1,4.68,0.62,0,0,3.33,2.39,8.22
22Month,0.82,4.65,3.96,10.93,0.14,0,3.01,0,0,7.93,5.74,5.19,2305.96,2.05,0.96,420.74,0.96,1.91,6.15,9.7,0.14,21.18,3.14,0.27,0.55,0,2.19,2.73,2.73,0.55,3.55,0,0.82,0.82,1.91,0,1.09,0,2.87
