stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,3,22,1,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,0,0.28,0,1.97,2.54,0,0,0,0,0,0,0,0,0,0.28,2.82,0,3.66,0,0,0.28,0,11.56,7.05,0,0,1.97,0,0,0,0.56,0.28,0,0,0,0,0
21Day,1.11,0,1.11,6.29,5.18,0,0.37,0,0.37,0,0,0.37,1.48,0.37,0,2.59,1.85,4.44,0,0,1.48,0.37,8.14,3.33,0.74,0.37,2.96,0,0,0.37,1.48,0.37,1.85,0,0,0,0
3Month,0,1.04,0.52,9.47,0,0.42,0.1,1.77,3.74,0,36.41,4.06,0,5.93,0.62,3.12,3.22,3.64,0.62,0,1.25,0.42,1.14,0,0.73,0,0,1.04,0.21,5.72,0.21,0,0,0.1,1.46,12.79,2.6
22Month,0,0.41,0.41,2.73,0,0.41,0,0.68,8.61,1.64,46.19,1.78,0.55,5.06,0.55,0.82,2.87,3.42,0,2.05,0.55,0,0,0,0.96,0.14,0.14,0,0,0.55,0.14,0,0,0,0,0,0.82
