stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,0,0,0,0,5,61,0,0,0,2,0,0,0,1,0,0,0
72hpf,2.82,0,0,1.69,0,0.85,0,0.28,0,0,0,0.28,0,0.28,0,1.97,4.23,0,5.36,0,0.56,0,0.56,9.58,11.27,0,0.28,0,3.1,0.28,0,2.25,0.28,0,0,0
21Day,5.55,0.37,0.37,8.88,0.37,6.29,0,4.07,0,0.74,0,1.11,0,2.59,3.33,1.11,3.7,2.22,8.14,0,0,1.11,0,3.7,6.66,0.74,0,0,1.85,2.22,0,2.59,0,0,0,2.96
3Month,0.21,0.94,0.52,7.7,0,0,0.52,0.52,0.94,1.87,0,25.28,1.98,1.14,8.53,1.25,3.33,2.39,1.77,0.42,0.1,0.42,1.66,0.31,0,0,0,0,0.31,0.42,14.25,0,0.1,0.62,6.03,5.51
22Month,0,1.23,0.41,1.91,0,0,0,0.55,0.27,2.87,1.91,47.42,1.23,1.5,5.19,0.41,0.68,3.42,2.32,0.27,0.96,0.14,0.14,0.27,0.27,0.14,0.14,0.41,0,0,1.5,0.27,0,0,0,1.78
