stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.97,0.28,0,13.53,0.28,1.41,0,0,0.28,0,0,0.56,0,0,0.85,149.38,1.97,0.28,4.51,0,1.97,0,0,15.78,14.09,3.95,0.28,2.82,0,0,0,0.85,0,0.28,0.28,0,0,0
21Day,2.22,0.74,17.02,57.72,0,6.66,0,0.37,15.17,0,0,4.44,0,1.48,114.7,0.74,3.33,8.88,7.4,0,0,4.07,0,8.14,3.33,11.84,0,1.85,4.07,0,0,0.74,1.11,1.11,0.37,0,0,0.74
3Month,0.52,2.91,32.25,245.38,0.1,0,3.22,0.52,255.99,7.18,0.1,50.45,9.78,0.52,518.63,2.81,8.74,44,7.8,3.02,0.1,210.53,2.39,1.46,0.31,39.73,1.77,1.04,7.8,0.1,7.07,0.52,0.21,0,0,1.77,7.8,7.28
22Month,0.14,1.91,23.5,85.82,0,0,0.96,0,89.1,3.01,2.73,42.5,1.64,0.96,575.16,0.68,1.5,12.3,7.38,0.27,1.91,97.29,0.14,0.41,0.14,28.83,0.55,0,0.41,0,1.5,0.27,0.27,0,0.14,0.27,0,2.19
