stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0,2,20,2,0,0,1,0,0,0,0,0,0,0,0
72hpf,1.69,0.56,0,1.13,0.28,1.13,0,0,0,0,0,0.56,0,0,0,3.95,5.07,0,0.85,0,6.48,0,1.69,47.35,9.58,3.66,0,0,5.92,0,0,1.13,0,0,0,0,0
21Day,3.33,0,0,4.81,0,0.37,0,0.74,0,0,0,5.18,0,0.37,0.37,2.59,3.7,0,4.44,0,0,1.48,5.55,10.73,2.22,4.44,0,0,1.48,1.85,2.22,0,0.74,0,0,0,0
3Month,0.1,1.66,3.22,22.57,0.1,0,2.91,0.52,2.18,4.16,0,1045.37,4.99,0,17.47,23.3,5.41,3.12,6.55,1.14,1.98,3.02,23.72,0.83,0,13.42,0.83,0,0.42,17.16,70.32,0.73,0,0.21,3.54,52.53,4.89
22Month,0.41,1.23,1.5,12.71,0,0,2.19,0.14,0.68,3.42,1.09,634.46,1.37,0.68,4.65,3.28,0.27,1.78,3.69,0.27,16.12,0.55,1.91,0.27,0.14,12.57,0.82,0.14,0.14,1.23,14.76,0.27,0,0,0,0,0.82
