stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,34,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,3.95,0.28,0.56,0,0,0,0,0,0,0,0,0,3.66,0,5.36,0,0,0,0,23.68,9.3,0,0.28,3.66,0,0,0.28,0,0,0.28,0,0,0
21Day,0.74,0,0,2.96,0,0.37,0,0,0,0,0,0,0.37,0,0.37,3.33,1.11,4.07,0,0,0.74,0,5.92,3.7,0.37,0.37,1.48,0.74,0,0.74,0,0.37,0.37,0.37,0,1.11
3Month,0,0.31,0.1,2.81,0,0,0,0.1,0.31,0,2.39,0.42,0,0.83,0.1,2.08,0.52,1.04,0.42,0,0.1,0.31,0,0.1,0.21,0.1,0,0,1.35,0.1,0,0,0,0.42,2.39,0.52
22Month,0,0.14,0,0.27,0,0,0.14,0,0.41,0.55,2.19,0,0.14,0.41,0,0.14,0.55,0.27,0.14,0.14,0,0,0,0,0.14,0.14,0,0,0,0.55,0.14,0,0,0,0,0
