stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,109,1,0,0,0,1,0,1,0,0,0,0,2,4,4,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,3.38,1.69,0,60.03,5.64,0,0.56,0,0,0,0,0,0,0,0.56,372.32,0,24.8,0,0,3.1,0,14.94,12.12,0,0.28,0,62.01,0,0.28,1.13,0.28,0.85,0.56,0,0,0
21Day,2.59,0.74,0,38.48,2.59,0,1.48,0.37,0,0,0,0.37,2.22,0.37,0,126.54,1.48,75.11,0,0,29.97,0,6.29,1.85,0,0.74,0,61.79,5.92,0.74,1.11,1.11,1.48,1.11,0,0,0.74
3Month,0,0.94,0.42,5.62,0,0.31,0.21,1.04,7.59,0,4.26,5.2,0,4.58,1.98,4.89,2.29,172.98,8.22,0,12.48,0.31,0.73,0,1.35,0.1,0,0.52,0.31,2.18,0.21,0,0,0.83,0.21,0.62,1.66
22Month,0.14,0.82,0.41,3.42,0,0.55,0,0.55,2.6,1.09,13.53,1.91,0.27,6.7,0.27,0.41,3.14,136.1,0.14,0.41,0.68,0,0,0,0.14,0,0.14,0.27,0.27,0.55,0.27,0.27,0,0,0,0,1.23
