stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8,8,0,44,1,2,0,1,0,0,0,0,0,0,0,1,28,31,111,0,0,0,2,34,734,1,0,0,10,0,0,0,0,5,0,0,0
72hpf,7.33,1.69,0,10.99,1.13,1.97,0,0.56,0,0,0,0.28,0,1.41,0,8.74,20.86,1.97,39.18,0,2.25,0.85,1.13,25.65,104,0.28,0.28,0,23.68,1.97,1.41,6.76,0.28,1.69,0,0,0
21Day,15.91,1.85,0.37,35.15,1.48,22.2,0,12.95,0,1.85,0.37,1.48,0.74,11.47,1.11,1.85,8.14,8.51,64.01,0,0,4.81,0.74,10.73,50.32,0,0.37,0,19.98,5.92,4.07,9.25,2.22,0.74,0,0,4.81
3Month,0.42,1.14,1.66,30.27,0,0,0.73,1.56,1.35,10.09,0,8.43,6.66,3.12,4.47,1.87,8.43,8.32,8.95,1.46,0,1.35,1.87,1.35,1.46,0.73,0.1,0,0.31,2.81,297.59,0.31,0,0.21,6.03,59.08,12.69
22Month,0,0.55,1.37,11.21,0.27,0,0.55,1.23,1.37,12.85,2.05,12.85,2.6,7.65,12.3,0,0.96,21.86,7.65,0,0.82,0.27,0.27,0.27,0.55,0.14,0.68,3.28,0.55,0.14,53.7,0.68,0,0,0.14,0,3.69
