stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,5,0,0,0,8,877,0,0,0,0,0,1,0,0,0,0,0,0
72hpf,15.78,0.56,0,9.02,3.1,12.68,0,0,0,0,0.28,0,0,0,0,0,4.51,20.57,0,12.4,0.28,0.85,1.97,570.74,504.23,0.28,36.92,23.68,0.28,0,463.36,0.85,1.13,1.13,0,0,0
21Day,2.59,0,0.37,4.81,1.11,4.44,0,1.85,0,0,0.37,0,0.37,0.37,1.11,0.37,0.74,1.85,1.11,12.21,0,0,0.37,69.93,104.71,0,10.36,3.7,4.81,0,89.91,1.85,1.11,0.37,0,0,3.33
3Month,0.1,0.1,0.21,1.35,0.21,0,0.31,0,1.77,0.1,0.42,0,2.6,1.25,0,0.94,0.1,0.31,0.21,2.18,0,0,0.1,0.31,1.14,0.31,1.04,0,0.21,0.62,2.39,0.1,0,0.21,0.21,0.21,0.1
22Month,0,0.41,0.14,0.96,0.14,0,0.14,0,0.27,0.41,1.64,0.27,12.16,0.27,0,1.37,0.27,0.55,1.23,2.87,0,0.27,0.14,0.14,0.96,0.41,0.55,0.14,0,2.05,4.51,0.14,0,0,0,0,0
