stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,7,4,0,6,0,0,0,0,0,0,0,0,0,0,3,6,2,16,0,0,0,0,5,109,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.54,1.41,0,1.41,0.56,0.56,0,0,0,0,0,0,0,0,3.95,6.2,0.28,8.17,0,0.56,0,0,12.68,45.1,0.28,0.28,0,7.05,0.56,0,6.48,0.28,0.28,0.56,0,0,0
21Day,1.85,1.11,0.37,3.7,0,0.37,0,0,0,0,1.11,0,0.37,0.37,0.74,2.22,0,6.66,0,0,1.85,0,4.07,16.28,0,0.37,0,5.18,1.48,0,2.96,0,0.37,0,0,0,0
3Month,0.21,2.18,1.14,9.05,0,0,0.31,2.7,0.42,0,51.18,0.52,0,8.43,1.14,1.56,0.62,4.37,0.21,0.1,2.81,2.08,0.31,0,3.12,0.31,0,0.42,1.35,5.93,0.42,0,0,0.31,0.73,34.74,1.35
22Month,0,5.06,1.64,7.93,0,0,0.14,3.28,1.23,15.03,128.72,0.55,0.41,13.66,0.14,0.55,1.37,6.42,0.27,1.64,1.64,0.41,0.14,0.55,2.19,0.55,1.91,0.14,0.41,1.23,2.46,0.14,0,0.14,0.14,0,0.27
