stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,60,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,2.54,0,0,0.56,0.28,0,0,0,0,0,0,0,0,0,0.28,0.28,4.23,1.69,0,0,0,0,0.56,0.85,0,0,0,2.54,0,0,0.28,0,0.28,0,0,0
21Day,1.11,0,0,0.37,0.37,0,0,0,0.37,0,0,0,2.96,0.37,0,0,4.07,0.74,0,0,0,0,0.74,1.48,0,0,0,0.37,0,0.37,0,0,0,0,0,0.74
3Month,0,1.14,0.42,9.99,0,0,0.31,1.35,2.39,0,28.71,1.35,0.83,2.29,0.94,4.06,5.72,9.05,2.91,0.42,0.83,1.04,0.31,0.1,0.83,0.31,0,0.52,1.04,7.49,0.42,0,0,0.21,4.78,3.02
22Month,0.14,1.37,0.14,3.14,0,1.23,0.68,0.14,2.05,0.14,23.5,1.09,3.69,0.27,0.27,2.05,25.42,7.38,0.41,1.5,0.68,0,0.82,0.14,0.41,0.82,0.68,0,0,3.42,0.41,0.14,0.14,0.14,0,2.87
