stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,1,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,15,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.56,0.56,0,2.54,0.28,0,0,0,0,0,0,0,0,0,0,8.17,0,1.41,0,0,0,0,17.19,7.33,0,0,0,1.41,0,0,1.13,0,0.28,0,0,0
21Day,1.11,0,0,12.95,0.37,0.37,0,0,0,0,0.37,0,0,0,0,9.25,0,4.07,0,0,1.11,0,12.58,5.18,0,0,0,0.37,0.74,0,1.48,1.11,0.37,0,0,0.37
3Month,0,0.31,0.1,11.65,0.1,0,0,0.62,0.94,0,3.64,1.04,0,0.83,0.42,5.3,0.52,2.18,0.83,0,0.31,0.1,0.1,0,0.31,0.21,0,0.1,0.52,0.52,0,0,0,0.52,0.42,0.94
22Month,0.14,1.09,0.41,3.96,0,0,0.27,0.55,3.01,0.96,21.59,0.55,0.55,3.14,0,1.37,2.32,2.05,0,0.82,0.55,0,0.68,0.14,0.55,0.55,0.14,0,0,0.27,0.55,0,0,0.14,0,0.82
