stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,9,0,0,0,0,0,0,1,0,0,0,10,1,0,2,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.85,5.92,0.28,1.41,0,0,0,0,0,0,0,0,0.56,5.92,0.85,1.97,0,0,0,0,27.62,4.79,0.28,0,2.54,1.69,0.28,2.82,0,0.28,0.28,0,0,0
21Day,1.85,0.74,93.61,0,1.85,0,0.74,0,0.37,0,0.37,0.74,0.74,1.11,2.59,0.74,7.03,0,0,0.74,0,7.03,2.96,0.74,0.37,4.44,2.59,1.85,0,0.37,1.11,0,0,0,0.37
3Month,0,0.31,59.5,0.1,0,0.21,0,0.21,0.62,3.12,0.73,0.1,1.04,0.42,3.12,0.52,2.08,0.31,0.1,0.1,0.21,0.52,0,0.21,0.1,0,0.52,31.1,0.31,0,0,0.1,0.1,13.73,0.83
22Month,0,0.14,1.37,0,0,0,0,0.14,0.14,0.96,0,0,0.14,0,0,0.27,1.37,0,0,0,0,0,0,0,0.82,0,0,5.19,0,0,0,0,0,0,0.41
