stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,435,3,0,7,0,0,1,0,0,0,0,1,0,0,0,0,0,6,5,21,0,0,0,0,5,120,0,0,3,0,0,0,0,0,0,0,0,0
72hpf,561.44,6.2,0,24.8,5.07,31.29,0.85,0,0,0,0,0,0.28,0,1.69,0.28,9.58,58.34,7.05,54.68,0,2.54,1.69,0.28,269.73,129.65,0.85,2.25,63.42,0.85,0.28,24.8,1.41,0.56,2.25,0,0,0
21Day,467.66,3.33,2.96,94.35,2.96,62.53,9.62,0,0.37,2.96,0,0,21.09,3.33,25.9,12.58,4.81,49.21,16.28,113.22,0,0,13.32,0.37,98.42,49.95,1.85,3.33,40.7,28.12,1.11,13.32,2.59,14.8,5.18,0,0,14.43
3Month,9.47,0.52,0.21,2.7,0,0,0,0,0.21,0.52,0,0,4.89,1.35,0.1,1.04,0.21,0.94,0.62,0.62,0.1,0,0.42,0.1,0.1,0,0.1,0.1,0,0.62,4.06,0.1,0,0,0,0.62,0.31,0.31
22Month,1.64,0.14,0,0.14,0,0,0,0.14,0,0.68,0.14,0,3.01,0.27,0.14,0.27,0,0.14,0.68,0.82,0,0.14,0,0,0.14,0.14,0,0.14,0,0.14,5.33,0.14,0,0,0,0.27,0,0
