stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0.28,0,30.72,2.54,0.28,0.56,0.28,0,0,3.38,0.56,0.56,0,0,0,0
21Day,1.85,0.37,0.37,3.7,2.22,0,0,0,0.37,0,0,1.11,0,1.11,0,0.37,1.11,1.11,2.59,0,0.37,0,35.89,4.44,0.37,3.33,0.74,1.48,0.37,1.85,1.48,4.44,0,0,0,0.37
3Month,0,0,0.1,1.25,0,0.1,0.1,0.42,0.21,0,0,3.74,0.31,0,1.66,0,0.52,0.31,1.04,0.52,0.21,0.21,0.31,0,1.35,0.94,0,0.1,3.74,0.21,0,0,0.1,0.21,15.08,0.21
22Month,0,0.41,0,0.27,0,0,0,0.14,0.14,0.27,0,9.84,0.27,0,0.96,0,0.14,0.82,0.68,0.27,0.27,0,0.55,0,0.82,0.27,0.14,0,0.82,0.14,0,0,0,0,0,0.14
