stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,11,0,0,0,0,0,0,0,0,0,0,1,4,4,5,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,4.23,0.28,0,0.28,0,0.28,0,0,0,0.28,0,0.28,7.33,1.13,2.25,0,0,0,0.85,1.13,0,0,0.85,0,0,0,0,0.28,0,0,0
21Day,0.74,0,0,16.28,0.74,2.96,0.74,0,0,0,1.11,0,2.59,0.74,0.37,7.77,2.96,7.4,0,1.48,0,3.7,0.37,0.37,0.74,3.33,1.11,0,0.74,0,0,0,0,2.59
3Month,0.1,0.31,0.1,5.2,0,0,0.1,0.73,1.14,0,2.18,1.46,0.42,1.98,0.21,1.56,1.98,1.98,0.21,0.62,0.42,0.21,0,0.1,0.1,0.1,0.1,0.73,0,0,0.21,0.62,0.73,1.87
22Month,0,0.55,0,2.05,0.14,0,0.27,0,3.14,0.41,4.51,0.14,0.41,1.23,0,0.82,3.55,1.64,0.14,0,0,0,0.14,0.27,0,0,0,0,0.27,0.27,0,0.14,0,1.64
