stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0.56,0,0,0,0,0,0,0,0,0,0.28,1.97,0.28,0,0,0,0,0,1.13,0.28,0,0,0.56,0.28,0,0,0,0,0,0
21Day,0,0,0,2.59,0,0.37,0,0,0,0,0,0,0,0,0,1.11,0.37,0,0,0,0,0,0.74,0,0,0,0.37,0,0,0,0,0,0,0
3Month,0,0.21,0.52,4.78,0,0,0,0.83,0.31,0,8.22,0.21,0,3.43,0.52,0.94,1.25,0.52,0.1,0.1,0.42,0.94,0.1,0.21,0.42,0,0,0.21,1.87,0.1,0.1,0.21,0.62,0.62
22Month,0,0.14,0,0.41,0,0,0.14,0.14,0.41,0.14,7.24,0.41,0.27,1.23,0,0,0.68,0.27,0,0.41,0.14,0,0.14,0,0.27,0.14,0,0,0,0,0,0,0,0.27
