stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,10,10,0,31,2,0,0,0,0,0,0,0,0,0,2,8,5,87,0,0,0,1,21,739,0,0,15,0,0,0,0,0,4,0,0,0
72hpf,6.76,1.97,0,5.64,1.97,3.38,0,0,0,0,0,0,0,0,4.23,7.05,1.13,21.7,0,0.56,0,0.56,224.35,183.76,0.85,0.85,16.07,0,0,6.76,1.69,1.69,3.38,0,0,0
21Day,8.14,0,0.37,7.77,0.74,4.44,0.74,0,0,0,0.37,0,2.59,0.74,0.37,1.48,0.37,13.32,0,0,1.11,0,42.55,32.56,1.11,0,4.44,1.11,0,4.44,1.48,1.85,0.74,0,0,0
3Month,0,2.08,0.21,8.53,0.21,0,0.21,0.1,0.73,0.1,12.38,0.94,0.21,1.77,0.94,3.22,0.62,4.37,0.42,0,0.1,1.56,1.25,0.52,0.31,0.42,0.31,0.42,0.94,0.31,0,0,0.31,3.22,0.31,0.83
22Month,0,1.23,0.41,1.5,0,0,0.14,0.14,0.41,0.27,7.11,0.14,0.27,0.68,0.14,0.27,0.82,1.09,0,0.55,0.27,0.14,0.41,0.14,0.41,0.14,0.14,0.14,0.27,0.14,0.27,0,0,0.27,0,0
