stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,1.41,0,0.28,0,0,0,0,0,0,0,0,1.13,12.4,0,0.28,0,0,0,2.82,0.28,0,0,0,0.28,0,0.28,0,0,0,0,0,0
21Day,0.37,0,0,24.42,0,0.74,0,0,0,0,0.74,0.37,0.37,0,3.7,17.39,0,0.74,0,0.37,0,0.74,1.11,0,0.37,0,0.37,1.11,0.37,0.74,0.37,0.37,0,0,0
3Month,0,0.21,0.31,46.18,0,0,0.1,0.21,0.52,0,1.87,0.62,0,1.98,2.39,0.83,0.83,0.62,0.31,0.1,0.52,0.94,0,0.1,0,0,0.21,0.42,2.29,0,0.1,0,0.31,5.72,1.04
22Month,0,0.14,0.41,18.17,0.14,0,0.27,0.14,0.14,0.14,6.7,0,0.27,1.09,0.41,0.14,0.41,0.41,0,0.14,0,0.41,0,0,0,0.14,0,0,2.46,0,0,0,0.14,0,0.14
