stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,0.28,0,0.85,0.85,0,0.28,0,0,0,0,0,0,0,1.13,4.23,0.28,1.97,0,0.28,0,0,53.27,16.07,0.28,0.56,0,1.41,0,0,2.82,0.56,0.28,0.56,0,0,0
21Day,1.48,0.37,0,4.44,0.37,0,0,0,0.37,0,0,0.37,1.85,0,0.74,3.33,0.74,1.48,0,0,0,0,8.14,3.33,0,0.37,0,1.11,0.37,0,0,0,0.37,0.37,0,0,0.37
3Month,0,0.21,0,3.22,0,0.21,0,0.31,0.83,0,4.47,1.35,0,1.56,0.1,0.73,0.31,0.94,0,0,0.21,0.1,0.42,0.1,0.1,0,0,0,0.31,1.56,0.1,0,0,0,0.21,0.21,0.42
22Month,0,1.09,0.55,3.55,0,0.41,0,0.55,11.62,0.68,57.12,1.91,0.82,5.33,0,0.68,5.06,2.46,0.14,2.32,0.55,0,0.55,0.27,0.27,0,1.09,0,0.41,1.37,0.41,0.41,0,0,0.14,0,0.55
