stage,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Hepatocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Pancreatic_cell,Primordial_germ_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
72hpf,0,1.41,0,0,0,0,0,0,0,0,0.28,0,0,0,0
21Day,0.37,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0
3Month,0.31,0,0.1,0,0.1,1.66,0.21,0,0,0,0,0,0,0.1,0.21
22Month,0.14,0,0,0.27,0.14,1.37,0.14,0.41,0.41,0.14,0,0,0.27,0,0
