stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,2,0,2,0,0,0,0,0,0,0,0,0,0,1,2,1,5,0,0,0,0,4,75,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,0,0,0.56,0.28,1.13,0.28,0,0,0,0,0,0.28,0,1.69,1.97,0.28,3.66,0,0.56,0,0.28,25.65,25.37,0,0,0,3.66,0,0,1.69,0,0.28,0,0,0
21Day,2.59,0,0,7.4,0.37,1.85,1.11,0,0.37,0,0.37,0,1.85,0,1.11,2.96,2.59,9.25,0,0,1.11,0,11.1,10.36,0.37,1.11,0,2.59,1.85,0.37,0.37,0.74,0,0,0,1.11
3Month,0,0.1,0.21,8.84,0.1,0,0.52,1.04,1.77,0,9.47,0.94,0.31,4.78,1.35,3.02,2.39,2.39,0.83,0,0.62,0.42,0.42,0.1,0.1,0,0,0,0.62,5.1,0,0,0,0.73,4.89,1.87
22Month,0,0.55,0.14,2.6,0,0,0.14,1.37,2.05,1.37,23.5,0.41,0.68,3.83,0.14,0.68,1.91,1.5,0.14,0.55,0.27,0,0.27,0.14,0.41,0.14,0.14,0,0.27,0.82,0.27,0,0,0,0,0.14
