stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,13.53,0.28,0.28,1.97,0.56,0.28,0,0,0,0,0,0,0.28,0,0,0,20.57,4.51,4.23,1.13,0,1.13,0.28,1.97,7.61,2.25,0,0,0,3.38,0,0,0,0,0,0.28,3.38,0,0,0
21Day,14.43,0,4.07,8.51,2.96,2.22,0,0.37,0,0.37,0,0,6.66,0,0.74,0,44.03,3.7,23.31,26.27,0,0.37,8.51,0.74,2.96,3.7,0,0,0,21.83,4.07,0,0,0.37,0.37,0.74,1.11,0.37,0,0.74
3Month,4.68,4.89,30.48,47.22,1.46,0,5.1,0.62,0.21,9.15,11.34,0.42,2162.72,14.04,1.14,38.17,141.05,13.52,20.28,29.23,5.3,6.76,21.43,16.75,2.7,0.31,5.3,3.54,0,1.04,49.3,0.1,7.28,0.73,0,0,3.22,6.35,2.91,10.71
22Month,2.73,6.01,17.9,26.1,1.37,0,6.01,0.27,0,5.74,13.66,4.1,3404.07,3.42,0.96,28.01,13.8,2.05,24.6,19.4,0.68,98.39,7.52,1.5,0.82,0,6.15,2.87,1.91,1.09,8.88,0,4.65,2.19,2.46,0,1.09,0.55,0,4.78
