stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,2,0,37,1,0,0,0,0,0,0,0,7,1,0,0,0,16,19,1,2,0,0,0,1,1,54,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.66,0.85,0,44.25,16.35,1.97,0,0.56,0,0,0,0,0,0,0,0,0,67.36,75.54,0.28,3.95,0,11.27,0,2.82,30.72,28.47,4.79,0,0,4.79,4.51,1.13,1.97,0.28,0.28,0,0,0
21Day,1.48,1.11,2.22,132.83,4.81,2.96,0,0.74,0,2.59,0.37,0,0,5.18,0.37,2.96,3.33,19.24,53.65,4.81,6.66,0,0,3.33,0.37,14.06,13.32,2.59,0.74,0,1.11,5.55,3.33,1.85,0.37,1.11,0,0,0.74
3Month,0.52,2.39,10.61,215.32,0.62,0,1.56,0.1,0.1,54.92,2.91,0.21,0,267.95,4.78,0.21,138.24,21.53,13.52,8.95,5.72,1.98,0.42,34.53,15.81,9.67,0.62,13.11,0.73,0,0.31,5.41,20.08,0.31,0,0,2.29,7.7,3.64
22Month,0,2.19,18.04,151.82,0.82,0,1.23,0,0,50.15,4.1,15.17,0,757.45,1.78,0.41,229.43,8.34,7.65,6.56,4.92,0.41,15.3,20.36,0.41,6.56,0.27,11.89,0.82,6.7,0.14,1.23,17.9,1.23,1.37,0,0.41,0,1.78
