stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,5,0,18,1,0,0,1,0,0,0,0,0,0,0,0,1,6,23,31,0,0,0,2,6,292,0,0,0,3,0,0,0,0,1,0,0,0
72hpf,1.69,2.25,0,3.1,0.85,0.85,0,0.56,0,0,0,0,0,0,1.69,0,1.97,2.82,0.85,16.63,0,0.28,0,0.85,18.88,56.93,0,0,0,8.17,0,0,1.13,0,0.28,0,0,0
21Day,1.85,1.11,0.74,14.06,0.37,13.32,0,11.47,0,0,0,0,0.37,0,8.51,1.48,0.74,2.59,1.85,17.76,0,0,2.22,0,10.36,20.35,0,0,0,3.7,1.11,0.74,2.22,0.37,0,0,0,1.85
3Month,0.21,2.5,0.21,21.95,0,0,0.1,0.31,0.21,2.6,5.3,0,11.34,2.29,2.81,12.69,1.35,6.24,6.24,6.14,0.62,0.21,1.04,1.98,0.83,0.21,0.42,0.1,0,0.21,0.83,56.17,0.31,0,0.1,3.64,5.1,6.14
22Month,0.14,2.87,0.82,6.56,0,0,0,0.82,0.14,0.14,6.7,0.14,22.41,2.46,4.24,12.16,0,0.68,6.83,4.65,0.41,1.09,0.14,0,0.41,0,0.96,0.82,0.41,0.27,0.27,13.39,0,0.41,0.14,0.41,0,2.32
