stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,4,2,0,0,0,0,0,0,0,12,0,0,0,0,7,2,31,3,0,0,0,0,8,46,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,1.13,0.28,0,10.71,2.82,0.85,0,0,0,0,0.28,0,0,0,0,0,0,1.69,4.79,0.56,1.69,0,1.69,0,0,69.05,7.05,0,0.28,0,2.82,0.56,0,7.33,0,0.28,0,0,0
21Day,0,0,0,44.03,0.74,1.48,0,0,0,0.37,0.74,0,0,0.37,0,0.74,0,1.48,8.88,7.77,4.44,0,0,1.48,0,18.13,5.55,0,2.22,0,0.74,1.85,0,0.37,0.74,0,0,0,0
3Month,0,1.04,0.42,122.22,0.73,0,0.21,0.1,0.21,4.89,1.77,0,0,5.2,2.29,0.21,2.81,11.03,9.99,9.78,11.13,2.39,0.1,1.87,2.18,7.07,1.04,1.35,12.69,0,1.77,1.35,3.54,0.31,0,0.21,0.42,2.08,1.66
22Month,0,0.27,0.41,37.72,0.14,0,0.27,0,0,1.09,2.6,0.41,0,3.83,1.23,0.55,1.37,2.19,1.91,12.57,4.51,0.14,0.27,1.09,0.14,2.87,0.96,1.23,17.22,0.27,0.96,0.14,3.42,0.27,0,0,0.27,0,0.14
