stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,32,7,0,95,0,1,0,0,0,0,0,0,0,0,20,3,1,61,0,0,0,0,32,239,0,0,0,2,0,0,0,0,0,0,0,0,0
72hpf,4.51,1.13,0,5.07,0.28,0.28,0,0,0,0,0,0,0,0,1.97,5.36,0.56,7.33,0,0,0.28,0,56.37,17.47,0,0.28,0,15.22,0,0,5.36,0.56,0.28,0.56,0,0,0
21Day,7.03,0.37,0.74,2.96,0,1.11,0,0,0,0,0.74,0,0.37,0,0.74,1.85,0.37,9.62,0,0,0,0,4.81,1.48,0,0.37,0,21.09,0.74,0.37,1.48,0,0.37,0,0,0,0
3Month,0.21,0.31,4.47,3.43,0,0,0.1,1.35,0.62,0,3.43,0.83,0,0.83,0.21,2.18,0.21,12.27,0.42,0,1.14,0.21,0,0,0.52,0.1,0,0,0.21,4.89,0,0,0,0,0,0.73,0.1
22Month,0.27,0,4.37,1.78,0.14,0,0.14,0.96,0.41,0.27,7.11,0.96,0,1.09,0,0.27,0.14,10.66,0,0.41,0.14,0,0,0,0.27,0,0.14,0,0,9.84,0.14,0,0,0,0.14,0,0.55
