stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0,0,0,3,0,44,1,0,0,0,0,0,0,0,0,0
72hpf,3.38,0,0,2.54,10.15,0,0,0,0,0,0,0,0,0,0,0,1.97,2.54,0,0,0,0,0,0.28,11.84,14.37,0.85,0,1.69,0,0,14.94,0.56,0,0,0
21Day,1.48,0,0,2.22,12.58,1.11,0,0.37,0,0,0,0,0,0,0.37,0.37,1.11,1.11,0,1.11,0,0,0,0,4.07,2.59,0.74,0,0.37,0,0.37,2.96,0.74,0,0,0
3Month,0,0.31,0.31,25.59,2.29,0,0.1,0,0,0.52,1.04,0.1,9.78,1.98,0.1,1.98,5.2,1.87,1.56,1.04,0.21,0,0.42,1.25,4.58,0.31,2.39,0.31,0,0.94,16.85,0.21,0.73,0.94,269.82,0.94
22Month,0,0,0.14,11.62,0.14,0,0,0,0.14,0,0.55,0.14,40.58,0.27,0,1.37,0.96,0,0.14,0.41,0,0.68,0.14,0.41,1.23,0.14,0.68,0.14,0,0.14,3.14,0.27,0,0,0.68,0.41
