stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,9,0,0,1,7,32,0,0,2,0,0,0,0,0,2,0,0,0
72hpf,2.82,0,0,0.85,0.85,0.28,0,0,0,0,0,0,0,0,0,0,0.28,1.97,0.28,2.54,0,0,0,124.01,12.97,0.28,0.85,2.54,0,0,1.41,0.28,0.28,1.41,0,0,0
21Day,1.48,0.37,0.74,4.07,0.74,4.44,0,0.74,0,0,0.37,0,0.37,0,4.44,0.74,0.74,4.07,4.81,4.44,0.37,1.11,0,135.05,16.65,0,2.22,1.85,3.33,2.22,1.48,0.74,2.22,6.29,0,0,0.37
3Month,0,0.1,0.1,1.77,0,0,0.1,0,0.1,0.83,1.46,0,1.04,0.62,0.21,0.42,0.73,0.42,1.04,0.21,0,0.21,0.21,4.99,0,0.52,1.56,0,0.42,24.24,0,0,0,0.1,0.21,16.43,0.83
22Month,0,0.41,0,0.27,0,0,0.14,0,0,0.68,0.27,0,1.09,0.27,0,0.68,0.14,0,0.14,0.27,0,0,0,3.69,0,0.27,0.82,0,0,3.83,0.41,0.14,0,0,0,0.14,0.14
